          atime        conv_uu        conv_vv        conv_ww         pm1avg           tavg
  2.0963200E+02 -9.3239745E-07 -2.6943392E-09 -2.0413922E-07  2.1052827E-03  0.0000000E+00
  2.0963200E+02 -9.2777710E-07 -2.7633602E-09 -2.0301352E-07  2.1052813E-03  0.0000000E+00
  2.0963200E+02 -9.2315199E-07 -2.8315573E-09 -2.0188814E-07  2.1052798E-03  0.0000000E+00
  2.0963200E+02 -9.1852149E-07 -2.8989444E-09 -2.0076291E-07  2.1052784E-03  0.0000000E+00
  2.0963200E+02 -9.1388752E-07 -2.9654989E-09 -1.9963828E-07  2.1052770E-03  0.0000000E+00
  2.0963200E+02 -9.0924752E-07 -3.0312625E-09 -1.9851364E-07  2.1052756E-03  0.0000000E+00
  2.0963200E+02 -9.0460435E-07 -3.0961992E-09 -1.9738966E-07  2.1052742E-03  0.0000000E+00
  2.0963200E+02 -8.9995533E-07 -3.1603517E-09 -1.9626569E-07  2.1052728E-03  0.0000000E+00
  2.0963200E+02 -8.9530332E-07 -3.2236851E-09 -1.9514242E-07  2.1052714E-03  0.0000000E+00
  2.0963200E+02 -8.9064563E-07 -3.2862410E-09 -1.9401917E-07  2.1052701E-03  0.0000000E+00
  2.0963200E+02 -8.8598374E-07 -3.3480038E-09 -1.9289631E-07  2.1052687E-03  0.0000000E+00
  2.0963200E+02 -8.8131913E-07 -3.4089589E-09 -1.9177418E-07  2.1052674E-03  0.0000000E+00
  2.0963200E+02 -8.7664909E-07 -3.4691466E-09 -1.9065212E-07  2.1052661E-03  0.0000000E+00
  2.0963200E+02 -8.7197652E-07 -3.5285343E-09 -1.8953082E-07  2.1052648E-03  0.0000000E+00
  2.0963200E+02 -8.6729870E-07 -3.5871611E-09 -1.8840961E-07  2.1052635E-03  0.0000000E+00
  2.0963200E+02 -8.6261851E-07 -3.6449955E-09 -1.8728919E-07  2.1052622E-03  0.0000000E+00
  2.0963200E+02 -8.5793323E-07 -3.7020757E-09 -1.8616889E-07  2.1052609E-03  0.0000000E+00
  2.0963200E+02 -8.5324577E-07 -3.7583710E-09 -1.8504939E-07  2.1052597E-03  0.0000000E+00
  2.0963200E+02 -8.4855340E-07 -3.8139187E-09 -1.8393005E-07  2.1052584E-03  0.0000000E+00
  2.0963200E+02 -8.4385760E-07 -3.8687053E-09 -1.8281120E-07  2.1052572E-03  0.0000000E+00
  2.0963200E+02 -8.3915987E-07 -3.9227182E-09 -1.8169320E-07  2.1052559E-03  0.0000000E+00
  2.0963200E+02 -8.3445748E-07 -3.9759934E-09 -1.8057538E-07  2.1052547E-03  0.0000000E+00
  2.0963200E+02 -8.2975333E-07 -4.0285024E-09 -1.7945843E-07  2.1052535E-03  0.0000000E+00
  2.0963200E+02 -8.2504469E-07 -4.0802802E-09 -1.7834170E-07  2.1052523E-03  0.0000000E+00
  2.0963200E+02 -8.2033447E-07 -4.1312992E-09 -1.7722586E-07  2.1052511E-03  0.0000000E+00
  2.0963200E+02 -8.1561991E-07 -4.1815935E-09 -1.7611025E-07  2.1052500E-03  0.0000000E+00
  2.0963200E+02 -8.1090394E-07 -4.2311364E-09 -1.7499557E-07  2.1052488E-03  0.0000000E+00
  2.0963200E+02 -8.0618381E-07 -4.2799610E-09 -1.7388114E-07  2.1052476E-03  0.0000000E+00
  2.0963200E+02 -8.0146101E-07 -4.3280560E-09 -1.7276733E-07  2.1052465E-03  0.0000000E+00
  2.0963200E+02 -7.9673704E-07 -4.3754105E-09 -1.7165447E-07  2.1052454E-03  0.0000000E+00
  2.0963200E+02 -7.9200491E-07 -4.4220981E-09 -1.7054090E-07  2.1052442E-03  0.0000000E+00
  2.0963200E+02 -7.8728312E-07 -4.4679421E-09 -1.6943099E-07  2.1052431E-03  0.0000000E+00
  2.0963200E+02 -7.8254482E-07 -4.5132071E-09 -1.6831839E-07  2.1052420E-03  0.0000000E+00
  2.0963200E+02 -7.7781846E-07 -4.5576255E-09 -1.6720980E-07  2.1052410E-03  0.0000000E+00
  2.0963200E+02 -7.7307573E-07 -4.6014674E-09 -1.6609856E-07  2.1052399E-03  0.0000000E+00
  2.0963200E+02 -7.6834511E-07 -4.6444738E-09 -1.6499133E-07  2.1052388E-03  0.0000000E+00
  2.0963200E+02 -7.6359828E-07 -4.6869063E-09 -1.6388149E-07  2.1052377E-03  0.0000000E+00
  2.0963200E+02 -7.5884952E-07 -4.7286381E-09 -1.6277237E-07  2.1052367E-03  0.0000000E+00
  2.0963200E+02 -7.5411314E-07 -4.7695508E-09 -1.6166729E-07  2.1052357E-03  0.0000000E+00
  2.0963200E+02 -7.4936076E-07 -4.8098934E-09 -1.6055963E-07  2.1052346E-03  0.0000000E+00
  2.0963200E+02 -7.4462094E-07 -4.8494278E-09 -1.5945605E-07  2.1052336E-03  0.0000000E+00
  2.0963200E+02 -7.3986527E-07 -4.8883948E-09 -1.5834991E-07  2.1052326E-03  0.0000000E+00
  2.0963200E+02 -7.3512232E-07 -4.9265643E-09 -1.5724786E-07  2.1052316E-03  0.0000000E+00
  2.0963200E+02 -7.3036368E-07 -4.9641690E-09 -1.5614329E-07  2.1052306E-03  0.0000000E+00
  2.0963200E+02 -7.2561793E-07 -5.0009869E-09 -1.5504282E-07  2.1052296E-03  0.0000000E+00
  2.0963200E+02 -7.2085664E-07 -5.0372426E-09 -1.5393986E-07  2.1052287E-03  0.0000000E+00
  2.0963200E+02 -7.1609413E-07 -5.0728278E-09 -1.5283772E-07  2.1052277E-03  0.0000000E+00
  2.0963200E+02 -7.1134476E-07 -5.1076423E-09 -1.5173971E-07  2.1052268E-03  0.0000000E+00
  2.0963200E+02 -7.0658008E-07 -5.1418984E-09 -1.5063925E-07  2.1052258E-03  0.0000000E+00
  2.0963200E+02 -7.0182869E-07 -5.1753943E-09 -1.4954295E-07  2.1052249E-03  0.0000000E+00
  2.0963200E+02 -6.9706214E-07 -5.2083346E-09 -1.4844421E-07  2.1052240E-03  0.0000000E+00
  2.0963200E+02 -6.9230904E-07 -5.2405251E-09 -1.4734965E-07  2.1052230E-03  0.0000000E+00
  2.0963200E+02 -6.8754093E-07 -5.2721626E-09 -1.4625268E-07  2.1052221E-03  0.0000000E+00
  2.0963200E+02 -6.8278644E-07 -5.3030608E-09 -1.4515990E-07  2.1052212E-03  0.0000000E+00
  2.0963200E+02 -6.7801708E-07 -5.3334086E-09 -1.4406476E-07  2.1052204E-03  0.0000000E+00
  2.0963200E+02 -6.7324722E-07 -5.3631154E-09 -1.4297054E-07  2.1052195E-03  0.0000000E+00
  2.0963200E+02 -6.6849120E-07 -5.3920985E-09 -1.4188052E-07  2.1052186E-03  0.0000000E+00
  2.0963200E+02 -6.6372054E-07 -5.4205351E-09 -1.4078819E-07  2.1052177E-03  0.0000000E+00
  2.0963200E+02 -6.5896389E-07 -5.4482582E-09 -1.3970007E-07  2.1052169E-03  0.0000000E+00
  2.0963200E+02 -6.5419276E-07 -5.4754376E-09 -1.3860966E-07  2.1052161E-03  0.0000000E+00
  2.0963200E+02 -6.4943578E-07 -5.5019136E-09 -1.3752349E-07  2.1052152E-03  0.0000000E+00
  2.0963200E+02 -6.4466446E-07 -5.5278485E-09 -1.3643505E-07  2.1052144E-03  0.0000000E+00
  2.0963200E+02 -6.3990745E-07 -5.5530902E-09 -1.3535087E-07  2.1052136E-03  0.0000000E+00
  2.0963200E+02 -6.3513625E-07 -5.5777934E-09 -1.3426444E-07  2.1052128E-03  0.0000000E+00
  2.0963200E+02 -6.3036522E-07 -5.6018847E-09 -1.3317904E-07  2.1052120E-03  0.0000000E+00
  2.0963200E+02 -6.2560872E-07 -5.6252978E-09 -1.3209792E-07  2.1052112E-03  0.0000000E+00
  2.0963200E+02 -6.2083826E-07 -5.6481766E-09 -1.3101459E-07  2.1052104E-03  0.0000000E+00
  2.0963200E+02 -6.1608248E-07 -5.6703871E-09 -1.2993557E-07  2.1052096E-03  0.0000000E+00
  2.0963200E+02 -6.1131288E-07 -5.6920659E-09 -1.2885437E-07  2.1052088E-03  0.0000000E+00
  2.0963200E+02 -6.0655810E-07 -5.7130864E-09 -1.2777748E-07  2.1052081E-03  0.0000000E+00
  2.0963200E+02 -6.0178966E-07 -5.7335779E-09 -1.2669844E-07  2.1052073E-03  0.0000000E+00
  2.0963200E+02 -5.9703618E-07 -5.7534209E-09 -1.2562373E-07  2.1052066E-03  0.0000000E+00
  2.0963200E+02 -5.9226919E-07 -5.7727376E-09 -1.2454690E-07  2.1052058E-03  0.0000000E+00
  2.0963200E+02 -5.8750303E-07 -5.7914707E-09 -1.2347119E-07  2.1052051E-03  0.0000000E+00
  2.0963200E+02 -5.8275204E-07 -5.8095699E-09 -1.2239983E-07  2.1052044E-03  0.0000000E+00
  2.0963200E+02 -5.7798777E-07 -5.8271470E-09 -1.2132639E-07  2.1052037E-03  0.0000000E+00
  2.0963200E+02 -5.7323880E-07 -5.8440997E-09 -1.2025731E-07  2.1052030E-03  0.0000000E+00
  2.0963200E+02 -5.6847670E-07 -5.8605330E-09 -1.1918618E-07  2.1052023E-03  0.0000000E+00
  2.0963200E+02 -5.6373004E-07 -5.8763516E-09 -1.1811943E-07  2.1052016E-03  0.0000000E+00
  2.0963200E+02 -5.5897039E-07 -5.8916536E-09 -1.1705065E-07  2.1052009E-03  0.0000000E+00
  2.0963200E+02 -5.5422632E-07 -5.9063503E-09 -1.1598626E-07  2.1052002E-03  0.0000000E+00
  2.0963200E+02 -5.4946941E-07 -5.9205331E-09 -1.1491988E-07  2.1051995E-03  0.0000000E+00
  2.0963200E+02 -5.4471397E-07 -5.9341601E-09 -1.1385471E-07  2.1051989E-03  0.0000000E+00
  2.0963200E+02 -5.3997432E-07 -5.9471961E-09 -1.1279395E-07  2.1051982E-03  0.0000000E+00
  2.0963200E+02 -5.3522205E-07 -5.9597223E-09 -1.1173123E-07  2.1051976E-03  0.0000000E+00
